restaurant,item,ms_item,matched_2021,new_item_2022,food_category,item_description,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,bestseller,price
dunkin_donuts,turkey sausage flatbread with hash browns,hash browns,0,1,Fried Potatoes,"Hash Browns, Hash Browns, Permanent Products",110,6.0,1.5,0.0,0.0,360,13.0,1.0,1.0,1.0,1,5.79
dunkin_donuts,ham & cheese flatbread – with hash browns,hash browns,0,1,Fried Potatoes,"Hash Browns, Hash Browns, Permanent Products",110,6.0,1.5,0.0,0.0,360,13.0,1.0,1.0,1.0,1,5.59
dunkin_donuts,deluxe grilled cheese (ham or bacon) – with hash browns,kosher grilled cheese with veggie bacon,1,0,Sandwiches,"Kosher Grilled Cheese with Veggie Bacon, Kosher Sandwiches and Wraps, Regional, Permanent Products",480,27.0,12.0,0.0,55.0,1060,38.0,0.0,3.0,19.0,1,5.79
dunkin_donuts,"turkey, cheddar & bacon flatbread – with hash browns",bacon & cheddar omelet bites,0,1,Entrees,"Bacon & Cheddar Omelet Bites, Omelet Bites, Permanent Products",280,19.0,10.0,0.5,185.0,520,7.0,0.0,2.0,17.0,1,5.99
dunkin_donuts,chicken salad or tuna salad sandwich – with hash browns,hash browns,0,1,Fried Potatoes,"Hash Browns, Hash Browns, Permanent Products",110,6.0,1.5,0.0,0.0,360,13.0,1.0,1.0,1.0,1,5.39
dunkin_donuts,chicken bacon sandwich – with hash browns,hash browns,0,1,Fried Potatoes,"Hash Browns, Hash Browns, Permanent Products",110,6.0,1.5,0.0,0.0,360,13.0,1.0,1.0,1.0,1,5.99
dunkin_donuts,classic egg & cheese,egg and cheese on croissant,1,0,Sandwiches,"Egg and Cheese on Croissant, Sandwiches, Permanent Products",500,31.0,13.0,0.0,175.0,640,40.0,1.0,6.0,15.0,0,2.59
dunkin_donuts,"classic egg & cheese with (ham, bacon, or sausage)","biscuit, bacon, egg and cheese",1,0,Sandwiches,"Biscuit, Bacon, Egg and Cheese, Sandwiches, Regional, Permanent Products",490,31.0,15.0,0.0,195.0,1210,35.0,1.0,3.0,17.0,0,3.59
dunkin_donuts,egg white omelet (veggie),egg and cheese on croissant,1,0,Sandwiches,"Egg and Cheese on Croissant, Sandwiches, Permanent Products",500,31.0,13.0,0.0,175.0,640,40.0,1.0,6.0,15.0,0,2.99
dunkin_donuts,"egg white omelet with (ham, bacon, or sausage)",bacon & cheddar omelet bites,0,1,Entrees,"Bacon & Cheddar Omelet Bites, Omelet Bites, Permanent Products",280,19.0,10.0,0.5,185.0,520,7.0,0.0,2.0,17.0,1,3.99
dunkin_donuts,egg & cheese wrap,egg and cheese wake-up wrap,1,0,Sandwiches,"Egg and Cheese Wake-Up Wrap, Sandwiches, Permanent Products",180,10.0,4.0,0.0,95.0,470,14.0,0.0,1.0,7.0,0,1.19
dunkin_donuts,"egg & cheese wrap with (ham, bacon, or sausage)","bacon, egg and cheese wake-up wrap",1,0,Sandwiches,"Bacon, Egg and Cheese Wake-Up Wrap, Sandwiches, Permanent Products",220,13.0,5.0,0.0,105.0,590,15.0,0.0,1.0,10.0,0,1.39
dunkin_donuts,angus steak and egg wrap (limited time),egg and cheese wake-up wrap,1,0,Sandwiches,"Egg and Cheese Wake-Up Wrap, Sandwiches, Permanent Products",180,10.0,4.0,0.0,95.0,470,14.0,0.0,1.0,7.0,0,1.99
dunkin_donuts,angus steak and egg sandwich (limited time),egg and cheese on croissant,1,0,Sandwiches,"Egg and Cheese on Croissant, Sandwiches, Permanent Products",500,31.0,13.0,0.0,175.0,640,40.0,1.0,6.0,15.0,0,3.99
dunkin_donuts,oatmeal with medium coffee,"hot coffee with cream, medium",1,0,Beverages,"Hot Coffee with Cream, Medium, Hot Coffee, Permanent Products",90,9.0,4.5,0.0,25.0,40,1.0,0.0,1.0,2.0,0,3.89
dunkin_donuts,turkey sausage wrap,turkey sausage wake up wrap,1,0,Sandwiches,"Turkey Sausage Wake Up Wrap, Sandwiches, Permanent Products",240,15.0,6.0,0.0,115.0,680,15.0,0.0,1.0,11.0,0,1.39
dunkin_donuts,turkey sausage sandwich,turkey sausage sandwich on english muffin,1,0,Sandwiches,"Turkey Sausage Sandwich on English Muffin, Sandwiches, Permanent Products",470,25.0,8.0,0.0,215.0,1080,39.0,1.0,4.0,23.0,1,3.49
dunkin_donuts,turkey sausage flatbread with hash browns & medium hot coffee,"hot coffee with cream, medium",1,0,Beverages,"Hot Coffee with Cream, Medium, Hot Coffee, Permanent Products",90,9.0,4.5,0.0,25.0,40,1.0,0.0,1.0,2.0,1,5.79
dunkin_donuts,chicken apple sausage breakfast sandwich (limited time),double sausage breakfast sandwich,1,0,Sandwiches,"Double Sausage Breakfast Sandwich, Sandwiches, Permanent Products",900,54.0,19.0,0.0,265.0,1980,70.0,5.0,8.0,33.0,0,3.69
dunkin_donuts,donut,uga donut,0,1,Baked Goods,"UGA Donut, Donuts, Regional",270,12.0,5.0,0.0,0.0,280,37.0,1.0,15.0,4.0,0,0.99
dunkin_donuts,muffin,corn muffin,1,0,Baked Goods,"Corn Muffin, Muffins, Permanent Products",460,16.0,3.0,0.0,70.0,670,73.0,1.0,30.0,7.0,1,1.69
dunkin_donuts,bagel,plain bagel,1,0,Baked Goods,"Plain Bagel, Bagels, Permanent Products",300,1.0,0.0,0.0,0.0,620,64.0,4.0,7.0,11.0,1,0.99
dunkin_donuts,munchkins,jelly munchkins,1,0,Baked Goods,"Jelly Munchkins, Munchkins, Permanent Products",60,3.0,1.5,0.0,0.0,65,8.0,0.0,3.0,1.0,0,8.14
dunkin_donuts,croissant,plain croissant,1,0,Baked Goods,"Plain Croissant, Other Bakery, Permanent Products",340,19.0,8.0,0.0,0.0,250,37.0,1.0,5.0,6.0,0,1.49
dunkin_donuts,coffee roll,coffee roll,1,0,Baked Goods,"Coffee Roll, Donuts, Permanent Products",390,19.0,8.0,0.0,0.0,440,48.0,2.0,17.0,7.0,0,1.29
dunkin_donuts,coffee,coffee roll,1,0,Baked Goods,"Coffee Roll, Donuts, Permanent Products",390,19.0,8.0,0.0,0.0,440,48.0,2.0,17.0,7.0,0,1.9649999999999999
dunkin_donuts,iced coffee,"iced coffee, large",1,0,Beverages,"Iced Coffee, Large, Iced Coffee, Permanent Products",5,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,1.0,0,2.4233333333333333
dunkin_donuts,add a turbo shot of espresso to any beverage,kosher veggie bacon egg and cheese on a plain bagel,1,0,Sandwiches,"Kosher Veggie Bacon Egg and Cheese on a Plain Bagel, Kosher Sandwiches and Wraps, Permanent Products",510,17.0,5.0,0.0,180.0,1170,68.0,4.0,7.0,21.0,1,0.59
dunkin_donuts,vanilla chai,vanilla long john,1,0,Baked Goods,"Vanilla Long John, Donuts, Permanent Products",320,15.0,6.0,0.0,0.0,400,42.0,1.0,17.0,5.0,0,2.15
dunkin_donuts,iced macchiatto,"iced coffee, large",1,0,Beverages,"Iced Coffee, Large, Iced Coffee, Permanent Products",5,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,1.0,0,3.723333333333333
dunkin_donuts,box o’ joe,box 'o joe,1,0,Beverages,"Box 'O Joe, Hot Coffee, Permanent Products",5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0,15.99
dunkin_donuts,hot chocolate,box 'o joe(r) hot chocolate,1,0,Beverages,"Box 'O Joe(R) Hot Chocolate, Hot Chocolate, Permanent Products",220,7.0,6.0,0.0,0.0,210,40.0,2.0,32.0,2.0,0,2.225
dunkin_donuts,hot tea,"sweet tea, small",1,0,Beverages,"Sweet Tea, Small, Iced Tea, Permanent Products",150,0.0,0.0,0.0,0.0,15,40.0,0.0,39.0,0.0,0,1.9649999999999999
dunkin_donuts,iced latte,"iced latte with oatmilk, large",1,0,Beverages,"Iced Latte with Oatmilk, Large, Iced Latte, Permanent Products",180,5.0,1.0,0.0,0.0,200,32.0,4.0,7.0,3.0,0,3.5233333333333334
dunkin_donuts,iced latte lite,"iced latte with oatmilk, large",1,0,Beverages,"Iced Latte with Oatmilk, Large, Iced Latte, Permanent Products",180,5.0,1.0,0.0,0.0,200,32.0,4.0,7.0,3.0,0,3.5233333333333334
dunkin_donuts,iced tea or iced green tea (sweetened or unsweetened),"iced green tea sweetened, small",1,0,Beverages,"Iced Green Tea Sweetened, Small, Iced Tea, Permanent Products",70,0.0,0.0,0.0,0.0,10,16.0,0.0,16.0,1.0,0,1.49
dunkin_donuts,iced tea  or iced green tea (sweetened or unsweetened),"iced green tea sweetened, small",1,0,Beverages,"Iced Green Tea Sweetened, Small, Iced Tea, Permanent Products",70,0.0,0.0,0.0,0.0,10,16.0,0.0,16.0,1.0,0,2.24
dunkin_donuts,coolatta or coolatta lite,"vanilla bean coolatta, small",1,0,Beverages,"Vanilla Bean Coolatta, Small, Coolatta, Permanent Products",390,3.0,1.5,0.0,10.0,160,86.0,0.0,83.0,5.0,0,3.99
dunkin_donuts,frozen coffee,frozen coffee float,1,0,Beverages,"Frozen Coffee Float, Soft Serve, Permanent Products",360,15.0,9.0,0.5,55.0,170,50.0,1.0,47.0,8.0,0,3.99
dunkin_donuts,frozen dunkaccino,frozen coffee float,1,0,Beverages,"Frozen Coffee Float, Soft Serve, Permanent Products",360,15.0,9.0,0.5,55.0,170,50.0,1.0,47.0,8.0,0,2.99
dunkin_donuts,packaged coffee (limited time),"hot coffee with cream, small",1,0,Beverages,"Hot Coffee with Cream, Small, Hot Coffee, Permanent Products",60,6.0,3.0,0.0,20.0,30,1.0,0.0,1.0,1.0,0,22.99
dunkin_donuts,"turkey, cheddar & bacon sandwich",bacon & cheddar omelet bites,0,1,Entrees,"Bacon & Cheddar Omelet Bites, Omelet Bites, Permanent Products",280,19.0,10.0,0.5,185.0,520,7.0,0.0,2.0,17.0,1,3.69
dunkin_donuts,ham & cheese sandwich,"chicken, bacon & cheese croissant stuffer",1,0,Sandwiches,"Chicken, Bacon & Cheese Croissant Stuffer, Croissant Stuffers",330,18.0,10.0,0.0,55.0,710,29.0,3.0,6.0,14.0,1,3.69
dunkin_donuts,chicken salad,chicken croissant sandwich,1,0,Sandwiches,"Chicken Croissant Sandwich, Sandwiches, Regional, Permanent Products",650,36.0,14.0,0.0,65.0,1240,55.0,2.0,9.0,28.0,0,3.49
dunkin_donuts,texas toast grilled cheese,grilled cheese,1,0,Sandwiches,"Grilled Cheese, Sandwiches, Permanent Products",480,20.0,11.0,0.0,55.0,1120,54.0,3.0,1.0,21.0,0,2.99
dunkin_donuts,chicken biscuit,chicken biscuit,1,0,Sandwiches,"Chicken Biscuit, Sandwiches, Regional, Permanent Products",460,22.0,11.0,0.0,45.0,1080,46.0,1.0,3.0,21.0,0,2.99
dunkin_donuts,whole milk,"hot latte with whole milk, small",1,0,Beverages,"Hot Latte with Whole Milk, Small, Hot Latte, Permanent Products",120,6.0,3.5,0.0,20.0,85,9.0,0.0,9.0,6.0,0,
dunkin_donuts,skim milk,"hot latte with skim milk, small",1,0,Beverages,"Hot Latte with Skim Milk, Small, Hot Latte, Permanent Products",70,0.0,0.0,0.0,5.0,85,10.0,0.0,9.0,6.0,0,
dunkin_donuts,toasted coconut swirl,toasted coconut donut,1,0,Baked Goods,"Toasted Coconut Donut, Donuts, Permanent Products",430,22.0,11.0,0.0,20.0,360,52.0,3.0,29.0,5.0,0,
dunkin_donuts,caramel swirl,"caramel swirl iced coffee, small",1,0,Beverages,"Caramel Swirl Iced Coffee, Small, Iced Coffee, Permanent Products",110,0.0,0.0,0.0,0.0,45,26.0,0.0,26.0,2.0,0,
dunkin_donuts,french vanilla swirl,"french vanilla swirl hot coffee, small",1,0,Beverages,"French Vanilla Swirl Hot Coffee, Small, Hot Coffee, Permanent Products",110,0.0,0.0,0.0,0.0,35,26.0,0.0,24.0,2.0,0,
dunkin_donuts,mocha swirl,"mocha swirl hot coffee, large",1,0,Beverages,"Mocha Swirl Hot Coffee, Large, Hot Coffee, Permanent Products",210,1.0,0.0,0.0,0.0,40,50.0,2.0,46.0,2.0,0,
jimmy_johns,big john,"#2 big john, unwich",1,0,Sandwiches,"#2 Big John, Unwich, Sandwiches",270,20.0,3.5,0.0,60.0,650,4.0,2.0,3.0,17.0,0,5.5
jimmy_johns,totally tuna,"#3 totally tuna, unwich",1,0,Sandwiches,"#3 Totally Tuna, Unwich, Sandwiches",270,21.0,3.0,0.0,30.0,710,9.0,3.0,5.0,12.0,0,5.5
jimmy_johns,turkey tom,"#4 turkey tom, unwich",1,0,Sandwiches,"#4 Turkey Tom, Unwich, Sandwiches",250,17.0,2.5,0.0,50.0,700,5.0,2.0,3.0,15.0,0,5.5
jimmy_johns,ham & cheese,"provolone cheese, ez, lj",1,0,Toppings & Ingredients,"Provolone Cheese, EZ, LJ, Add-Ons & Freebies",30,2.5,2.5,0.0,5.0,60,0.0,0.0,0.0,2.0,0,4.25
jimmy_johns,roast beef,"roast beef, ez, lj",1,0,Toppings & Ingredients,"Roast Beef, EZ, LJ, Add-Ons & Freebies",20,1.0,0.0,0.0,10.0,120,0.0,0.0,0.0,4.0,0,4.25
jimmy_johns,tuna salad,"tuna salad, ez, lj",1,0,Toppings & Ingredients,"Tuna Salad, EZ, LJ, Add-Ons & Freebies",60,5.0,1.0,0.0,5.0,170,,0.0,0.0,3.0,0,4.25
jimmy_johns,turkey breast,"turkey breast, ez, lj",1,0,Toppings & Ingredients,"Turkey Breast, EZ, LJ, Add-Ons & Freebies",15,0.0,0.0,0.0,10.0,135,0.0,0.0,0.0,3.0,0,4.25
jimmy_johns,"salami, capicola, cheese","provolone cheese, ez, lj",1,0,Toppings & Ingredients,"Provolone Cheese, EZ, LJ, Add-Ons & Freebies",30,2.5,2.5,0.0,5.0,60,0.0,0.0,0.0,2.0,0,4.25
jimmy_johns,gourmet smoked ham club,"#9 italian night club, unwich",1,0,Sandwiches,"#9 Italian Night Club, Unwich, Sandwiches",580,44.0,14.0,0.0,130.0,2140,11.0,2.0,6.0,35.0,0,6.95
jimmy_johns,italian night club,"#9 italian night club, unwich",1,0,Sandwiches,"#9 Italian Night Club, Unwich, Sandwiches",580,44.0,14.0,0.0,130.0,2140,11.0,2.0,6.0,35.0,0,6.95
jimmy_johns,country club,"#11 country club, unwich",1,0,Sandwiches,"#11 Country Club, Unwich, Sandwiches",430,28.0,8.0,0.0,100.0,1590,8.0,2.0,4.0,35.0,0,6.95
jimmy_johns,beach club,"#12 beach club, unwich",1,0,Sandwiches,"#12 Beach Club, Unwich, Sandwiches",510,38.0,13.0,0.0,95.0,1230,9.0,3.0,3.0,32.0,0,6.95
jimmy_johns,gourmet veggie club,"#8 bill club, unwich",1,0,Sandwiches,"#8 Bill Club, Unwich, Sandwiches",460,31.0,10.0,0.0,110.0,1660,7.0,2.0,4.0,37.0,0,6.95
jimmy_johns,bootlegger club,"#14 bootlegger club, unwich",1,0,Sandwiches,"#14 Bootlegger Club, Unwich, Sandwiches",330,20.0,3.5,0.0,90.0,1180,5.0,2.0,3.0,31.0,0,6.95
jimmy_johns,club tuna,"#15 club tuna, unwich",1,0,Sandwiches,"#15 Club Tuna, Unwich, Sandwiches",500,40.0,14.0,0.0,75.0,1180,10.0,3.0,5.0,29.0,0,6.95
jimmy_johns,club lulu,"#16 club lulu, unwich",1,0,Sandwiches,"#16 Club Lulu, Unwich, Sandwiches",340,24.0,5.0,0.0,65.0,1060,5.0,2.0,3.0,22.0,0,6.95
jimmy_johns,ultimate porker,"#17 ultimate porker, unwich",1,0,Sandwiches,"#17 Ultimate Porker, Unwich, Sandwiches",340,25.0,6.0,0.0,60.0,1180,6.0,2.0,4.0,20.0,0,6.95
jimmy_johns,the j.j. gargantuan,"the j.j. gargantuan, unwich",1,0,Sandwiches,"The J.J. Gargantuan, Unwich, Sandwiches",730,47.0,15.0,0.0,205.0,3170,12.0,2.0,6.0,65.0,0,8.95
jimmy_johns,chocolate chunk cookie,chocolate chip cookie,1,0,Desserts,"Chocolate Chip Cookie, Sides",410,19.0,12.0,0.0,50.0,290,56.0,,32.0,5.0,0,1.99
jimmy_johns,raisin oatmeal cookie,oatmeal raisin cookie,1,0,Desserts,"Oatmeal Raisin Cookie, Sides",370,13.0,8.0,0.0,50.0,390,57.0,3.0,31.0,6.0,0,1.99
jimmy_johns,jumbo kosher dill pickle,jumbo kosher dill pickle,1,0,Appetizers & Sides,"Jumbo Kosher Dill Pickle, Sides",20,0.0,0.0,0.0,0.0,1710,3.0,2.0,1.0,1.0,0,3.195
jimmy_johns,chocolate chunk cookie tray,chocolate chip cookie,1,0,Desserts,"Chocolate Chip Cookie, Sides",410,19.0,12.0,0.0,50.0,290,56.0,,32.0,5.0,0,18.0
jimmy_johns,raisin oatmeal cookie tray,oatmeal raisin cookie,1,0,Desserts,"Oatmeal Raisin Cookie, Sides",370,13.0,8.0,0.0,50.0,390,57.0,3.0,31.0,6.0,0,18.0
kfc,2 pc. chicken – combo,nashville hot extra crispy chicken thigh,1,0,Entrees,"Nashville Hot Extra Crispy Chicken Thigh, Nashville Hot Chicken",500,40.0,7.0,0.0,100.0,970,11.0,1.0,1.0,22.0,0,5.99
kfc,popcorn nuggets – combo,popcorn nuggets - kids,1,0,Entrees,"Popcorn Nuggets - Kids, Popcorn Nuggets",290,19.0,2.5,0.0,30.0,870,19.0,1.0,0.0,13.0,0,5.49
kfc,2 chicken littles – combo,chicken littles,1,0,Sandwiches,"Chicken Littles, Sandwiches",300,15.0,2.5,0.0,30.0,620,27.0,1.0,3.0,14.0,0,5.29
kfc,go large combo,popcorn nuggets - large,1,0,Entrees,"Popcorn Nuggets - Large, Popcorn Nuggets",620,39.0,5.0,0.0,65.0,1820,39.0,2.0,0.0,27.0,0,1.5
kfc,"1 pc. basket (chicken breast, coleslaw & biscuit)",extra crispy chicken breast,1,0,Entrees,"Extra Crispy Chicken Breast, Extra Crispy Chicken",530,35.0,6.0,0.0,105.0,1150,18.0,0.0,0.0,35.0,0,5.49
kfc,"8 pc.  (8 pc. chicken, large mashed potatoes & gravy, large coleslaw & 4 biscuits)",mashed potatoes with gravy,1,0,Appetizers & Sides,"Mashed Potatoes With Gravy, Homestyle Sides (Individual)",130,4.5,1.0,0.0,0.0,520,20.0,1.0,0.0,3.0,0,21.99
kfc,chicken tenders,chicken pot pie,1,0,Entrees,"Chicken Pot Pie, Pot Pie and Bowls",720,41.0,25.0,0.0,80.0,1750,60.0,7.0,5.0,26.0,0,7.989999999999999
kfc,chicken tenders – combo,chicken littles - honey bbq,1,0,Sandwiches,"Chicken Littles - Honey BBQ, Sandwiches",320,15.0,2.5,0.0,30.0,680,31.0,1.0,7.0,14.0,0,5.99
kfc,kentucky fried wings,kentucky fried wings - buffalo,1,0,Entrees,"Kentucky Fried Wings - Buffalo, Kentucky Fried Wings",100,7.0,1.5,0.0,20.0,310,3.0,0.0,0.0,5.0,0,17.7425
kfc,popcorn nuggets,popcorn nuggets - kids,1,0,Entrees,"Popcorn Nuggets - Kids, Popcorn Nuggets",290,19.0,2.5,0.0,30.0,870,19.0,1.0,0.0,13.0,0,3.99
kfc,8 pc. chicken only,chicken littles - honey bbq,1,0,Sandwiches,"Chicken Littles - Honey BBQ, Sandwiches",320,15.0,2.5,0.0,30.0,680,31.0,1.0,7.0,14.0,0,14.99
kfc,12 pc. chicken only,dr pepper (12 fl oz),1,0,Beverages,"Dr Pepper (12 fl oz), Beverages",140,0.0,0.0,0.0,0.0,45,39.0,0.0,38.0,0.0,0,20.49
kfc,16 pc. chicken only,dr pepper (16 fl oz),1,0,Beverages,"Dr Pepper (16 fl oz), Beverages",190,0.0,0.0,0.0,0.0,60,52.0,0.0,51.0,0.0,0,24.99
kfc,chicken sandwich,spicy chicken sandwich,1,0,Sandwiches,"Spicy Chicken Sandwich, Sandwiches",620,33.0,4.0,0.0,85.0,2140,49.0,1.0,6.0,34.0,0,1.75
kfc,mashed potatoes,mashed potatoes,1,0,Appetizers & Sides,"Mashed Potatoes, Homestyle Sides (Individual)",110,3.5,0.5,0.0,0.0,330,17.0,1.0,0.0,2.0,0,2.89
kfc,secret recipe fries,secret recipe fries,1,0,Fried Potatoes,"Secret Recipe Fries, Homestyle Sides (Individual)",320,15.0,2.0,0.0,0.0,1100,41.0,3.0,0.0,5.0,0,3.49
kfc,baked beans,bbq baked beans,1,0,Appetizers & Sides,"BBQ Baked Beans, Homestyle Sides (Individual)",190,1.0,0.0,0.0,0.0,650,34.0,7.0,15.0,11.0,0,2.89
kfc,sweet kernel corn,sweet kernel corn,1,0,Appetizers & Sides,"Sweet Kernel Corn, Homestyle Sides (Individual)",70,0.5,0.0,0.0,0.0,0,16.0,2.0,2.0,2.0,0,2.89
kfc,green beans,green beans,1,0,Appetizers & Sides,"Green Beans, Homestyle Sides (Individual)",25,0.0,0.0,0.0,0.0,300,5.0,3.0,1.0,1.0,0,2.89
kfc,mac & cheese,macaroni & cheese,1,0,Appetizers & Sides,"Macaroni & Cheese, Homestyle Sides (Individual)",140,6.0,1.5,0.0,,590,17.0,1.0,2.0,5.0,0,2.89
kfc,iced tea,lipton brisk sweet iced tea (16 fl oz),1,0,Beverages,"Lipton Brisk Sweet Iced Tea (16 fl oz), Beverages",110,0.0,0.0,0.0,0.0,65,29.0,0.0,29.0,0.0,0,2.49
kfc,strawberry lemonade,strawberry lemonade (20 fl oz),1,0,Beverages,"Strawberry Lemonade (20 fl oz), Beverages",170,0.0,0.0,0.0,0.0,130,45.0,0.0,44.0,0.0,0,3.14
kfc,"8 pc. chicken, 2 large mashed potatoes, large gravy, large coleslaw & 4 biscuits",mashed potatoes with gravy,1,0,Appetizers & Sides,"Mashed Potatoes With Gravy, Homestyle Sides (Individual)",130,4.5,1.0,0.0,0.0,520,20.0,1.0,0.0,3.0,0,20.0
kfc,"8 pieces extr crispy chicken  with 2 large mashed potatoes, large gravy, large coleslaw & 4 biscuits",mashed potatoes with gravy,1,0,Appetizers & Sides,"Mashed Potatoes With Gravy, Homestyle Sides (Individual)",130,4.5,1.0,0.0,0.0,520,20.0,1.0,0.0,3.0,0,
kfc,"12 pieces of extra crispy tenders with 2 large mashed potatoes, large gravy, large coleslaw & 4 biscuits",mashed potatoes with gravy,1,0,Appetizers & Sides,"Mashed Potatoes With Gravy, Homestyle Sides (Individual)",130,4.5,1.0,0.0,0.0,520,20.0,1.0,0.0,3.0,0,
kfc,3 pc. chicken box,chicken littles - honey bbq,1,0,Sandwiches,"Chicken Littles - Honey BBQ, Sandwiches",320,15.0,2.5,0.0,30.0,680,31.0,1.0,7.0,14.0,0,7.99
kfc,crispy colonel combo with 2 sides,nashville hot extra crispy chicken whole wing,1,0,Entrees,"Nashville Hot Extra Crispy Chicken Whole Wing, Nashville Hot Chicken",290,25.0,4.0,0.0,45.0,520,6.0,1.0,1.0,10.0,0,7.99
kfc,kfc famous bowl,kfc famous bowl,1,0,Entrees,"KFC Famous Bowl, Pot Pie and Bowls",740,35.0,6.0,0.0,45.0,2350,81.0,6.0,2.0,26.0,0,6.19
kfc,pot pie,chicken pot pie,1,0,Entrees,"Chicken Pot Pie, Pot Pie and Bowls",720,41.0,25.0,0.0,80.0,1750,60.0,7.0,5.0,26.0,0,6.19
kfc,$10 popcorn nuggets,popcorn nuggets - kids,1,0,Entrees,"Popcorn Nuggets - Kids, Popcorn Nuggets",290,19.0,2.5,0.0,30.0,870,19.0,1.0,0.0,13.0,0,10.0
mcdonalds,medium french fries,medium french fries,1,0,Fried Potatoes,"Medium French Fries, French Fries",380,19.0,2.5,0.0,0.0,270,48.0,5.0,0.0,4.0,1,4.79
mcdonalds,10 pc. chicken mcnuggets,chicken mcnuggets (10 piece),1,0,Entrees,"Chicken McNuggets (10 piece), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces",470,30.0,5.0,0.0,65.0,900,30.0,2.0,0.0,22.0,1,7.49
mcdonalds,double cheeseburger,double cheeseburger,1,0,Burgers,"Double Cheeseburger, Sandwiches",440,23.0,11.0,1.5,80.0,1150,34.0,2.0,7.0,25.0,1,4.39
mcdonalds,mcchicken,mcchicken,1,0,Sandwiches,"McChicken, Sandwiches",360,16.0,3.0,0.0,35.0,830,40.0,2.0,5.0,14.0,1,4.89
mcdonalds,cheeseburger,cheeseburger,1,0,Burgers,"Cheeseburger, Sandwiches",300,12.0,6.0,0.5,40.0,750,33.0,2.0,6.0,15.0,1,3.69
mcdonalds,6 pc. chicken mcnuggets,chicken mcnuggets (6 piece),1,0,Entrees,"Chicken McNuggets (6 piece), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces",280,18.0,3.0,0.0,40.0,540,18.0,1.0,0.0,13.0,1,7.390000000000001
mcdonalds,big mac,big mac,1,0,Burgers,"Big Mac, Sandwiches",540,29.0,10.0,1.5,75.0,1040,45.0,3.0,9.0,25.0,1,8.29
mcdonalds,double quarter pounder with cheese,double quarter pounder with cheese,1,0,Burgers,"Double Quarter Pounder with Cheese, Sandwiches",740,42.0,19.0,2.5,155.0,1380,40.0,3.0,9.0,48.0,1,11.489999999999998
mcdonalds,20 pc. chicken mcnuggets,chicken mcnuggets (4 piece),1,0,Entrees,"Chicken McNuggets (4 piece), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces",190,12.0,2.0,0.0,25.0,360,12.0,1.0,0.0,9.0,1,9.69
mcdonalds,oreo mcflurry,snack size mcflurry with oreo cookies,0,1,Desserts,"Snack Size McFlurry with OREO Cookies, Desserts/ Shakes",340,12.0,6.0,0.0,30.0,200,53.0,2.0,43.0,8.0,0,6.19
mcdonalds,medium coke,diet coke (small),1,0,Beverages,"Diet Coke (Small), Beverages",0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,2.89
mcdonalds,40 pc. chicken mcnuggets,chicken mcnuggets (4 piece),1,0,Entrees,"Chicken McNuggets (4 piece), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces",190,12.0,2.0,0.0,25.0,360,12.0,1.0,0.0,9.0,1,16.99
mcdonalds,quarter pounder with cheese,quarter pounder with cheese,1,0,Burgers,"Quarter Pounder with Cheese, Sandwiches",510,26.0,12.0,1.5,90.0,1190,40.0,3.0,9.0,29.0,1,10.24
mcdonalds,deluxe mccrispy,angus deluxe snack wrap,0,1,Sandwiches,"Angus Deluxe Snack Wrap, Sandwiches",410,25.0,10.0,1.5,75.0,990,27.0,2.0,3.0,20.0,0,14.39
mcdonalds,quarter pounder with cheese deluxe,quarter pounder with cheese,1,0,Burgers,"Quarter Pounder with Cheese, Sandwiches",510,26.0,12.0,1.5,90.0,1190,40.0,3.0,9.0,29.0,1,11.29
mcdonalds,bacon quarter pounder with cheese,quarter pounder with cheese,1,0,Burgers,"Quarter Pounder with Cheese, Sandwiches",510,26.0,12.0,1.5,90.0,1190,40.0,3.0,9.0,29.0,1,11.64
mcdonalds,double bacon quarter pounder with cheese,double quarter pounder with cheese,1,0,Burgers,"Double Quarter Pounder with Cheese, Sandwiches",740,42.0,19.0,2.5,155.0,1380,40.0,3.0,9.0,48.0,1,12.64
mcdonalds,double quarter pounder with cheese deluxe,double quarter pounder with cheese,1,0,Burgers,"Double Quarter Pounder with Cheese, Sandwiches",740,42.0,19.0,2.5,155.0,1380,40.0,3.0,9.0,48.0,1,12.24
mcdonalds,4 pc. chicken mcnuggets,chicken mcnuggets (4 piece),1,0,Entrees,"Chicken McNuggets (4 piece), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces",190,12.0,2.0,0.0,25.0,360,12.0,1.0,0.0,9.0,1,3.19
mcdonalds,6 pc. spicy chicken mcnuggets,chicken mcnuggets (6 piece),1,0,Entrees,"Chicken McNuggets (6 piece), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces",280,18.0,3.0,0.0,40.0,540,18.0,1.0,0.0,13.0,1,7.24
