item,restaurant,price_usd
Chili Cheeseburger,Checkers / Rally's,1.99
Crispy Fish Sandwich,Checkers / Rally's,1.99
Lil’ BBQ Roadhouse Burger,Checkers / Rally's,1.19
Bacon All American Cheeseburger,Checkers / Rally's,1.59
Chicken Bites Box,Checkers / Rally's,2.00
Tea,Checkers / Rally's,1.00
Fries,Checkers / Rally's,1.99
Fries,Checkers / Rally's,2.49
Fries,Checkers / Rally's,2.79
Fries,Checkers / Rally's,4.29
Fully Loaded Fries,Checkers / Rally's,3.29
Cheese Chili Cheese Fries,Checkers / Rally's,3.29
Baconzilla! Fries,Checkers / Rally's,3.29
Monsterrella Stix,Checkers / Rally's,1.99
Monsterrella Stix,Checkers / Rally's,2.99
Garlic Parm Fries & Stix (Limited Time),Checkers / Rally's,2.99
Fry Lover’s Burger,Checkers / Rally's,2 for 3.00
Spicy Chicken Sandwich,Checkers / Rally's,2 for 3.00
Medium Drink,Checkers / Rally's,2 for 3.00
Mushroom Swissburger,Checkers / Rally's,2 for 3.00
Crispy Fish Sandwich,Checkers / Rally's,2 for 3.00
Chili Dog,Checkers / Rally's,2 for 3.00
Bacon Rallyburger with Cheese,Checkers / Rally's,2 for 4.00
Big Chicken Sandwich,Checkers / Rally's,2 for 4.00
Spicy Chicken Deluxe,Checkers / Rally's,2 for 4.00
Cheese Double,Checkers / Rally's,2 for 4.00
Deep Sea Double,Checkers / Rally's,2 for 5.00
Double Rallyburger with Cheese,Checkers / Rally's,2 for 5.00
Spicy Chicken Double,Checkers / Rally's,2 for 5.00
Big Chicken Deluxe,Checkers / Rally's,2 for 5.00
Bacon Cheddar Crisp Double (Limited Time),Checkers / Rally's,2 for 5.00
"Milk Shake (Chocolate, Banana, Strawberry, or Vanilla)",Checkers / Rally's,1.69
"Milk Shake (Chocolate, Banana, Strawberry, or Vanilla)",Checkers / Rally's,2.99
"Milk Shake (Chocolate, Banana, Strawberry, or Vanilla)",Checkers / Rally's,3.39
"Milk Shake (Chocolate, Banana, Strawberry, or Vanilla)",Checkers / Rally's,3.99
Loaded Milkshake (Banana Split or Oreo Raspberry),Checkers / Rally's,3.78
Loaded Milkshake (Banana Split or Oreo Raspberry),Checkers / Rally's,4.18
Loaded Milkshake (Banana Split or Oreo Raspberry),Checkers / Rally's,4.78
Sundae Stacker (Strawberry Cheesecake or Oreo Raspberry),Checkers / Rally's,1.99
Deep Dish Sundae (Strawberry Cheesecake or Oreo),Checkers / Rally's,3.99
"Waffle Cone (Vanilla, Chocolate, or Swirl)",Checkers / Rally's,1.49
"Classic Cone or Cup  (Vanilla, Chocolate, or Swirl)",Checkers / Rally's,1.00
Hot Dog,Checkers / Rally's,3.19
Hamburger,Checkers / Rally's,3.19
Cheeseburger,Checkers / Rally's,3.49
Chicken Bites,Checkers / Rally's,3.49
Classic Funnel Cake,Checkers / Rally's,1.49
Loaded Strawberry Funnel Cake,Checkers / Rally's,2.29
Cinnamon Apple Pie,Checkers / Rally's,1.00
Drink,Checkers / Rally's,1.79
Drink,Checkers / Rally's,1.99
Drink,Checkers / Rally's,2.19
Chips & Homemade Queso,Cheddar's,4.79
Santa Fe Spinach Dip,Cheddar's,5.79
Cheddar’s Cheese Fries,Cheddar's,5.79
Cheddar’s Cheese Fries,Cheddar's,7.29
Chicken Tender Basket,Cheddar's,7.29
Loaded Russet Potato Skins,Cheddar's,7.49
Chicken Fajita Quesadilla,Cheddar's,8.79
Ultimate Nachos,Cheddar's,8.79
Homemade Onion Rings,Cheddar's,5.29
Wisconsin Cheese Bites,Cheddar's,6.99
Triple Treat Sampler,Cheddar's,9.29
Homemade Chicken Tortilla Soup,Cheddar's,3.29
Homemade Chicken Tortilla Soup,Cheddar's,4.49
Homemade Baked Potato Soup,Cheddar's,3.29
Homemade Baked Potato Soup,Cheddar's,4.49
Choice of Half-Sandwich & 1 Pairing,Cheddar's,6.79
Choice of Half-Sandwich & 2 Pairings,Cheddar's,7.79
The Original,Cheddar's,5.99
Bacon Cheeseburger,Cheddar's,7.99
SmokeHouse Burger,Cheddar's,6.99
Chicken Caesar Pasta Salad,Cheddar's,8.49
Crispy Chicken Salad,Cheddar's,8.79
Grilled Chicken Pecan Salad,Cheddar's,8.79
Signature Shrimp & Chicken Salad,Cheddar's,10.29
Maple Bacon Chicken Sandwich,Cheddar's,8.29
Buffalo Chicken Wrapper,Cheddar's,8.49
Cheddar’s Club,Cheddar's,7.99
Monte Cristo,Cheddar's,8.49
Philly Cheesesteak,Cheddar's,8.49
Chicken Fried Steak,Cheddar's,9.29
New Orleans Pasta,Cheddar's,10.79
Vegetable Plate,Cheddar's,7.49
Key West Chicken & Shrimp,Cheddar's,9.99
Gigi’s Baked Spasagna,Cheddar's,9.49
6oz. Top Sirloin,Cheddar's,9.99
8oz. Top Sirloin,Cheddar's,11.49
12oz Ribeye,Cheddar's,14.99
20oz Bone-in Ribeye,Cheddar's,19.99
Half Rack,Cheddar's,10.99
Full Rack,Cheddar's,15.79
Chicken Tenders & Shrimp,Cheddar's,10.79
Top Sirloin Steak & Chicken Tenders,Cheddar's,13.49
Top Sirloin Steak & Ribs,Cheddar's,14.79
Half Rack of Ribs & Shrimp,Cheddar's,14.49
BBQ Chicken & Half Rack of Ribs,Cheddar's,13.99
Top Sirloin Steak & Shrimp,Cheddar's,13.99
Half Rack of Ribs & Chicken Tenders,Cheddar's,14.29
Lemon Pepper Whitefish,Cheddar's,8.29
Grilled Baja Chicken,Cheddar's,8.79
Citrus Miso Glazed Salmon,Cheddar's,8.99
Sweet Heat Chicken & Shrimp,Cheddar's,8.99
Chicken Tender Platter,Cheddar's,8.99
BBQ Chicken Platter,Cheddar's,8.99
Homemade Chicken Pot Pie,Cheddar's,7.79
Dijon Chicken & Mushrooms,Cheddar's,9.79
Lemon Pepper Chicken,Cheddar's,8.99
Grilled Chicken Alfredo,Cheddar's,9.49
Country Chicken Fried Chicken,Cheddar's,10.49
Blackened Redfish W/ Crab Sauce,Cheddar's,14.29
Grilled Salmon,Cheddar's,10.99
Cornmeal Catfish,Cheddar's,9.79
Grilled Catfish,Cheddar's,9.79
Grilled Tilapia & Shrimp with Mango Salsa,Cheddar's,9.99
Beer Battered Fried Shrimp,Cheddar's,10.79
Fish Tacos,Cheddar's,7.79
"Steamed Fresh Broccoli, Homemade Black Beans, Buttered Off-The-Cob Corn, Mac & Cheese, Freshly Made Coleslaw, Seasoned Rice, French Fries, Broccoli Cheese Casserole, Mashed Potatoes, Red Beans & Rice, Loaded Baked Potato, & Southern Green Beans",Cheddar's,2.49
House or Caesar Salad,Cheddar's,3.79
Honey Butter Croissants,Cheddar's,2.99
Grilled Cheese,Cheddar's,4.99
Chicken Tenders,Cheddar's,4.99
Junior Burger,Cheddar's,4.99
Mac & Cheese,Cheddar's,4.99
Penne Pasta Marinara,Cheddar's,4.99
Grilled Chicken,Cheddar's,4.99
Dessert Minis,Cheddar's,1.49
Dessert Minis,Cheddar's,3.99
Hot Fudge Cake Sundae,Cheddar's,5.49
Cheddar’s Legendary Monster Cookie,Cheddar's,4.99
Apple Crisp A La Mode,Cheddar's,4.99
Butter Toffee Popcorn,Cherry Berry,0.45
Olde Candy Cane,Cherry Berry,0.45
Pumpkin Pie,Cherry Berry,0.45
Moon Pie,Cherry Berry,0.45
Rocky Road,Cherry Berry,0.45
Eggnog,Cherry Berry,0.45
Spiced Apple Pie,Cherry Berry,0.45
Toasted Coconut,Cherry Berry,0.45
Chocolate Mint,Cherry Berry,0.45
Snickerdoodle Cookie Dough,Cherry Berry,0.45
Butter Toffee Popcorn,Cherry Berry,0.45
Orange Creamcicle,Cherry Berry,0.45
Caribbean Colada,Cherry Berry,0.45
Cherry Tart,Cherry Berry,0.45
Amaretto,Cherry Berry,0.45
Cake Batter,Cherry Berry,0.45
Vanilla Bean,Cherry Berry,0.45
Kettle Corn,Cherry Berry,0.45
Toffee,Cherry Berry,0.45
Italian Style Tart,Cherry Berry,0.45
Pomegranate Energy,Cherry Berry,0.45
NSA Chocolate,Cherry Berry,0.45
Olde Candy Cane,Cherry Berry,0.45
Pineapple Tart,Cherry Berry,0.45
Cotton Candy,Cherry Berry,0.45
Watermelon Sorbet,Cherry Berry,0.45
California Tart,Cherry Berry,0.45
Blue Frostbite Sorbet,Cherry Berry,0.45
Acai Berry Tart,Cherry Berry,0.45
MoonPie®,Cherry Berry,0.45
Pina Colada,Cherry Berry,0.45
Malted Candy Easter Egg,Cherry Berry,0.45
Honeydew,Cherry Berry,0.45
Mango Sorbet,Cherry Berry,0.45
Passion Fruit Tart,Cherry Berry,0.45
Lemon Chiffon,Cherry Berry,0.45
Tartastic,Cherry Berry,0.45
Green Apple Tart,Cherry Berry,0.45
Root Beer Float,Cherry Berry,0.45
Coconut,Cherry Berry,0.45
Hazelnut,Cherry Berry,0.45
Pistachio,Cherry Berry,0.45
Blackberry Tart,Cherry Berry,0.45
Cherry Amaretto,Cherry Berry,0.45
NSA Wild Strawberry,Cherry Berry,0.45
Butter Pecan,Cherry Berry,0.45
S’more,Cherry Berry,0.45
Blueberry Tart,Cherry Berry,0.45
Dreamy Dark Chocolate,Cherry Berry,0.45
Boysenberry Tart,Cherry Berry,0.45
Pink Lemonade Sorbet,Cherry Berry,0.45
Birthday Bash,Cherry Berry,0.45
Toasted Coconut,Cherry Berry,0.45
Caramel Custard,Cherry Berry,0.45
Keylime Bar,Cherry Berry,0.45
Cheesecakealicious,Cherry Berry,0.45
Raspberry Tart,Cherry Berry,0.45
NSA Skinny Vanilly,Cherry Berry,0.45
Lemon Ice Box Pie,Cherry Berry,0.45
Banana Rama,Cherry Berry,0.45
Peach Medley,Cherry Berry,0.45
Chocolate Mint,Cherry Berry,0.45
Snickerdoodle Cookie Dough,Cherry Berry,0.45
Key Lime Pie,Cherry Berry,0.45
Outrageous Orange Sorbet,Cherry Berry,0.45
Chilly Vanilly,Cherry Berry,0.45
Tropical Sorbet,Cherry Berry,0.45
Cookie Monster,Cherry Berry,0.45
Red Velvet Cupcake,Cherry Berry,0.45
Cherry Limeade,Cherry Berry,0.45
Java Caramel Greek,Cherry Berry,0.45
Sea Salt Caramel Pretzel,Cherry Berry,0.45
Honey Vanilla Greek,Cherry Berry,0.45
Pumpkin Pie,Cherry Berry,0.45
Rocky Road,Cherry Berry,0.45
French Vanilla,Cherry Berry,0.45
Eggnog,Cherry Berry,0.45
Spiced Apple Pie,Cherry Berry,0.45
Ooey Gooey Cinnamon Bun,Cherry Berry,0.45
Espresso,Cherry Berry,0.45
Chocoholic,Cherry Berry,0.45
White Chocolate Wonder,Cherry Berry,0.45
Candy Bar Smash,Cherry Berry,0.45
Strawberry Bliss,Cherry Berry,0.45
Berry Greek,Cherry Berry,0.45
NSA Chocolate,Cherry Berry,0.45
NSA Wild Strawberry,Cherry Berry,0.45
NSA Skinny Vanilly,Cherry Berry,0.45
Watermelon Sorbet,Cherry Berry,0.45
Blue Frostbite Sorbet,Cherry Berry,0.45
Mango Sorbet,Cherry Berry,0.45
Pink Lemonade Sorbet,Cherry Berry,0.45
Outrageous Orange Sorbet,Cherry Berry,0.45
Tropical Sorbet,Cherry Berry,0.45
Java Caramel Greek,Cherry Berry,0.45
Honey Vanilla Greek,Cherry Berry,0.45
Berry Greek,Cherry Berry,0.45
Chick-fil-A Chicken Sandwich,Chick-fil-A,3.05
Chick-fil-A Chicken Sandwich – Combo,Chick-fil-A,5.95
Chick-fil-A Chicken Deluxe Sandwich,Chick-fil-A,3.65
Chick-fil-A Chicken Deluxe Sandwich – Combo,Chick-fil-A,6.55
Spicy Chicken Sandwich,Chick-fil-A,3.29
Spicy Chicken Sandwich – Combo,Chick-fil-A,6.19
Spicy Chicken Deluxe Sandwich,Chick-fil-A,3.89
Spicy Chicken Deluxe Sandwich – Combo,Chick-fil-A,6.79
Chick-fil-A Nuggets,Chick-fil-A,3.05
Chick-fil-A Nuggets,Chick-fil-A,4.45
Chick-fil-A Nuggets – Combo,Chick-fil-A,5.95
Chick-fil-A Nuggets – Combo,Chick-fil-A,8.59
Chick-fil-A Nuggets (Grilled),Chick-fil-A,3.85
Chick-fil-A Nuggets (Grilled),Chick-fil-A,5.75
Chick-fil-A Nuggets (Grilled) – Combo,Chick-fil-A,6.75
Chick-fil-A Nuggets (Grilled) – Combo,Chick-fil-A,8.59
Chick-n-Strips,Chick-fil-A,3.35
Chick-n-Strips,Chick-fil-A,4.39
Chick-n-Strips – Combo,Chick-fil-A,6.25
Chick-n-Strips – Combo,Chick-fil-A,7.25
Grilled Chicken Sandwich,Chick-fil-A,4.39
Grilled Chicken Sandwich – Combo,Chick-fil-A,7.19
Grilled Chicken Club Sandwich,Chick-fil-A,5.59
Grilled Chicken Club Sandwich – Combo,Chick-fil-A,8.39
Chicken Salad Sandwich,Chick-fil-A,3.99
Chicken Salad Sandwich – Combo,Chick-fil-A,6.79
Grilled Chicken Cool Wrap,Chick-fil-A,5.19
Grilled Chicken Cool Wrap – Combo,Chick-fil-A,8.15
Soup & Salad (Large Chicken Soup and Side Salad),Chick-fil-A,8.35
Chilled Grilled Chicken Sub Sandwich (Limited Time),Chick-fil-A,4.79
Substitute Medium Premium Side,Chick-fil-A,1.00
Upsize Fries & Drink,Chick-fil-A,0.46
Waffle Potato Fries,Chick-fil-A,1.55
Waffle Potato Fries,Chick-fil-A,1.65
Waffle Potato Fries,Chick-fil-A,1.85
Baked Potato with Butter,Chick-fil-A,1.65
Yogurt Parfait ,Chick-fil-A,2.45
Fruit Cup,Chick-fil-A,2.05
Fruit Cup,Chick-fil-A,2.75
Fruit Cup,Chick-fil-A,4.25
Side Salad,Chick-fil-A,2.89
Chicken Soup,Chick-fil-A,2.65
Chicken Soup,Chick-fil-A,4.35
Chicken Tortilla Soup (Limited Time),Chick-fil-A,3.75
Chicken Tortilla Soup (Limited Time),Chick-fil-A,6.05
Superfood Salad (Limited Time),Chick-fil-A,2.89
Superfood Salad (Limited Time),Chick-fil-A,3.89
Chicken Salad Cup,Chick-fil-A,3.19
Chicken Salad Cup,Chick-fil-A,5.15
Loaded Baked Potato (Limited Time),Chick-fil-A,2.65
Nuggets,Chick-fil-A,3.35
Nuggets,Chick-fil-A,4.05
Grilled Nuggets,Chick-fil-A,3.75
Grilled Nuggets,Chick-fil-A,4.65
Chick-n-Strips,Chick-fil-A,3.05
Chick-n-Strips,Chick-fil-A,4.09
Asian Salad,Chick-fil-A,7.19
Cobb Salad,Chick-fil-A,7.19
Grilled Market Salad,Chick-fil-A,7.19
Grilled Market Salad w/ No Chicken,Chick-fil-A,6.19
Grilled Market Salad w/ Chick-fil-A Filet,Chick-fil-A,8.19
Grilled Market Salad w/ Chick-n-Strips,Chick-fil-A,8.19
Grilled Market Salad w/ Grilled Filet (Cold),Chick-fil-A,8.19
Grilled Market Salad w/ Grilled Filet (Warm),Chick-fil-A,8.19
Grilled Market Salad w/ Grilled Nuggets,Chick-fil-A,8.19
Grilled Market Salad w/ Nuggets,Chick-fil-A,8.19
Grilled Market Salad w/ Spicy Filet,Chick-fil-A,8.19
Grilled Market Salad w/ Spicy Grilled Filet (Cold),Chick-fil-A,8.19
"Hand-Spun Milkshakes (Cookies & Cream, Chocolate, Strawberry, or Vanilla)",Chick-fil-A,2.75
"Hand-Spun Milkshakes (Cookies & Cream, Chocolate, Strawberry, or Vanilla)",Chick-fil-A,3.15
Frosted Lemonade (Limited Time),Chick-fil-A,2.75
Icedream Cone,Chick-fil-A,1.25
Icedream Cone,Chick-fil-A,1.65
Icedream Cup,Chick-fil-A,1.59
Icedream Cup,Chick-fil-A,1.85
Icedream Topping,Chick-fil-A,0.25
Chocolate Chunk Cookie,Chick-fil-A,1.19
Chocolate Chunk Cookie,Chick-fil-A,6.65
Chick-fil-A Chicken Biscuit,Chick-fil-A,2.19
Chick-fil-A Chicken Biscuit – Combo,Chick-fil-A,4.49
Chick-n-Minis,Chick-fil-A,2.29
Chick-n-Minis,Chick-fil-A,2.99
Chick-n-Minis – Combo,Chick-fil-A,4.65
Chick-n-Minis – Combo,Chick-fil-A,5.29
Buttered Biscuit,Chick-fil-A,0.89
"Bacon, Egg & Cheese Biscuit",Chick-fil-A,2.59
"Bacon, Egg & Cheese Biscuit – Combo",Chick-fil-A,4.95
Spicy Chicken Biscuit,Chick-fil-A,2.35
Spicy Chicken Biscuit – Combo,Chick-fil-A,4.65
Breakfast Burrito (Chicken or Sausage),Chick-fil-A,2.55
Breakfast Burrito (Chicken or Sausage) – Combo,Chick-fil-A,4.85
"Sausage, Egg & Cheese Biscuit",Chick-fil-A,2.59
"Sausage, Egg & Cheese Biscuit – Combo",Chick-fil-A,4.95
"Chicken, Egg & Cheese Bagel",Chick-fil-A,3.39
"Chicken, Egg & Cheese Bagel – Combo",Chick-fil-A,5.65
Oatmeal,Chick-fil-A,2.69
Oatmeal & Fruit – Combo,Chick-fil-A,6.69
Fruit Cup,Chick-fil-A,2.05
Fruit Cup,Chick-fil-A,2.75
Fruit Cup,Chick-fil-A,4.25
Plain Bagel,Chick-fil-A,1.29
Bagel with Cream Cheese,Chick-fil-A,1.79
Hash Browns,Chick-fil-A,0.99
Yogurt Parfait,Chick-fil-A,2.45
Cinnamon Cluster,Chick-fil-A,1.95
Fresh-Squeezed Lemonade (Regular or Diet),Chick-fil-A,1.55
Fresh-Squeezed Lemonade (Regular or Diet),Chick-fil-A,1.79
Fresh-Squeezed Lemonade (Regular or Diet),Chick-fil-A,2.09
Iced Tea (Sweet or Unsweetened),Chick-fil-A,1.35
Iced Tea (Sweet or Unsweetened),Chick-fil-A,1.59
Iced Tea (Sweet or Unsweetened),Chick-fil-A,1.85
Soft Drinks,Chick-fil-A,1.35
Soft Drinks,Chick-fil-A,1.59
Soft Drinks,Chick-fil-A,1.85
Dasani Water,Chick-fil-A,1.59
Simply Orange Juice,Chick-fil-A,2.15
Apple Juice,Chick-fil-A,1.09
Freshly-Brewed Tea,Chick-fil-A,4.50
Fresh-Squeezed Lemonade,Chick-fil-A,9.50
Iced Coffee (Original or Vanilla),Chick-fil-A,2.35
Iced Coffee (Original or Vanilla),Chick-fil-A,2.65
Coffee,Chick-fil-A,1.65
Coffee,Chick-fil-A,1.95
Coffee,Chick-fil-A,2.15
Coffee,Chick-fil-A,12.75
1% Milk Plain or Chocolate,Chick-fil-A,1.19
#1 - 4 Express Tender Combo,Chicken Express,13.99
#2 - 7 Express Tender Combo,Chicken Express,19.99
#3 - 3PC (your choice) Mixed Chicken,Chicken Express,14.49
Regular Mashed Potatoes,Chicken Express,2.99
Regular Okra,Chicken Express,2.99
#1 - 4 Express Tender Combo,Chicken Express,13.99
#2 - 7 Express Tender Combo,Chicken Express,19.99
#3 - 3PC (your choice) Mixed Chicken,Chicken Express,14.49
#4 - 2PC (your choice) Mixed Chicken,Chicken Express,12.99
#5 - Liver/Gizzard Combo,Chicken Express,12.99
2 Piece Fish Combo,Chicken Express,12.99
3 Piece Fish Combo,Chicken Express,14.99
#20 - 20PC Express Tender Family Meal,Chicken Express,49.99
#25 - 25PC Express Tender Family Meal,Chicken Express,59.99
#30 - 30PC Express Tender Family Meal,Chicken Express,79.99
#8 - 8PC Chicken Family Meal,Chicken Express,30.99
#12 - 12PC Chicken Family Meal,Chicken Express,39.99
#16 - 16PC Chicken Family Meal,Chicken Express,49.99
Regular Fries,Chicken Express,2.99
Family Fries,Chicken Express,5.99
Regular Okra,Chicken Express,2.99
Family Okra,Chicken Express,5.99
Regular Cole Slaw,Chicken Express,2.99
Family Cole Slaw,Chicken Express,5.99
Reg Green Beans,Chicken Express,2.99
Family Green Beans,Chicken Express,5.99
Regular Mashed Potatoes,Chicken Express,2.99
Reg Mashed - No Gravy,Chicken Express,2.99
1 Corn on the Cob,Chicken Express,2.99
Reg. Macaroni & Cheese,Chicken Express,2.99
Family Macaroni & Cheese,Chicken Express,5.99
Family Mashed Potatoes,Chicken Express,5.99
Family Mashed - No Gravy,Chicken Express,5.99
3 Poppers,Chicken Express,2.99
9 Poppers,Chicken Express,5.99
(4) Corn on the Cob,Chicken Express,5.99
3 Cheese Sticks,Chicken Express,2.99
9 Cheese Sticks,Chicken Express,5.99
8 Corn Nuggets,Chicken Express,2.99
24 Corn Nuggets,Chicken Express,5.99
8 Fried Pickles,Chicken Express,2.99
24 Fried Pickles,Chicken Express,5.99
6 Rolls,Chicken Express,5.99
Butter,Chicken Express,0.00
Ketchup,Chicken Express,0.00
Ranch,Chicken Express,0.75
Honey Mustard,Chicken Express,0.75
BBQ,Chicken Express,0.75
Jalapeno Ranch,Chicken Express,0.75
Tartar Sauce,Chicken Express,0.75
Cocktail Sauce,Chicken Express,0.75
Hot Sauce,Chicken Express,0.00
6oz Gravy,Chicken Express,0.99
16oz Gravy,Chicken Express,1.99
1 Jalapeno,Chicken Express,0.99
6 Jalapenos,Chicken Express,2.99
1 Roll,Chicken Express,0.99
1 Biscuit,Chicken Express,0.99
6 Biscuits,Chicken Express,5.99
3 Rolls+3 Biscuits,Chicken Express,5.99
Honey,Chicken Express,0.00
5 Sauces,Chicken Express,3.50
10 Sauces,Chicken Express,7.00
16oz Coke,Chicken Express,1.29
16oz Diet Coke,Chicken Express,1.29
16oz Sprite,Chicken Express,1.29
16oz Dr Pepper,Chicken Express,1.29
16oz Diet Dr Pepper,Chicken Express,1.29
16oz Lemonade,Chicken Express,1.29
16oz Powerade,Chicken Express,1.29
16oz UnSweet Tea,Chicken Express,0.89
16oz Sweet Tea,Chicken Express,0.89
16oz 1/2 & 1/2 Tea,Chicken Express,0.89
16oz Sweet Arnold Palm,Chicken Express,1.29
16oz Unsweet Arnold Palmer,Chicken Express,1.29
32oz Coke,Chicken Express,1.69
32oz Diet Coke,Chicken Express,1.69
32oz Sprite,Chicken Express,1.69
32oz Dr Pepper,Chicken Express,1.69
32oz Diet Dr Pepper,Chicken Express,1.69
32oz Lemonade,Chicken Express,1.69
32oz Powerade,Chicken Express,1.69
32oz UnSweetTea,Chicken Express,1.39
32oz Sweet Tea,Chicken Express,1.39
32oz 1/2 & 1/2 Tea,Chicken Express,1.39
32oz Sweet Arnold Palmer,Chicken Express,1.69
32oz Unsweet Arnold Palme,Chicken Express,1.69
44oz Coke,Chicken Express,1.99
44oz Diet Coke,Chicken Express,1.99
44oz Sprite,Chicken Express,1.99
44oz Dr.Pepper,Chicken Express,1.99
44oz Diet Dr Pepper,Chicken Express,1.99
44oz Lemonade,Chicken Express,1.99
44oz Powerade,Chicken Express,1.99
44oz UnSwt Tea,Chicken Express,1.59
44oz Sweet Tea,Chicken Express,1.59
44oz 1/2 & 1/2 Tea,Chicken Express,1.59
44oz Sweet Arnold Palmer,Chicken Express,1.59
44oz Unsweet Arnold Palmer,Chicken Express,1.59
Gallon UnSweet Tea,Chicken Express,5.99
Gallon Sweet Tea,Chicken Express,5.99
Gallon 1/2 & 1/2 Tea,Chicken Express,5.99
Gallon Lemonade,Chicken Express,12.00
1 Chocolate Chip Cookie,Chicken Express,2.00
6 Chocolate Chip Cookies,Chicken Express,7.99
1 Apple Pie,Chicken Express,2.00
1 Cherry Pie,Chicken Express,2.00
4 Apple Pies,Chicken Express,5.49
4 Cherry Pies,Chicken Express,5.49
"
Steak Philly
",Chicken King,7.00
"
Chicken Philly
",Chicken King,7.00
"
Steak And Cheese
",Chicken King,6.50
"
Grilled Ham And Cheese
",Chicken King,6.00
"
Ham And Turkey Combination
",Chicken King,6.00
"
Turkey Sub
",Chicken King,6.00
"
Club
",Chicken King,6.50
"
Chicken Pita
",Chicken King,5.25
"
Pita Burger
",Chicken King,5.25
"
Gyro Pita
",Chicken King,4.85
"
Chicken Wing Dinner
",Chicken King,6 Piece – 7.36
"
Hamburger Steak Dinner
",Chicken King,6.35
"
Fried Chicken Tenders
",Chicken King,7.36
"
Homemade BBQ Plate
",Chicken King,6.79
"
Chicken Nuggets
",Chicken King,10 Piece – 6.15
"
Buffalo Bite And Two Sides
",Chicken King,5.50
"
Chicken Gizzard Or Livers
",Chicken King,6.50
"
Chicken Gizzard Or Livers Combo
",Chicken King,7.00
"
Chicken Box 
",Chicken King,7.36
"
Pork Chop Plate
",Chicken King,6.30
"
Perch Box
",Chicken King,7.36
"
Canadian Flounder Box
",Chicken King,7.89
"
Whiting Box
",Chicken King,6.79
"
Calabash Shrimp Box
",Chicken King,6.99
"
Butterfly Shrimp Box
",Chicken King,12 Piece – 8.00
"
Fish and Shrimp Box
",Chicken King,9.50
"
Croaker Box
",Chicken King,7.50
"
Tilapia And Two Side Box
",Chicken King,6.85
"
Chef Salad
",Chicken King,6.50
"
Grilled Chicken Salad
",Chicken King,6.50
"
Grilled Chicken Chef Salad
",Chicken King,8.00
"
Grilled Cheese
",Chicken King,2.00
"
Hamburger
",Chicken King,1.75
"
Cheeseburger
",Chicken King,1.85
"
Bacon Cheeseburger
",Chicken King,2.70
"
Double Cheeseburger
",Chicken King,2.70
"
Bacon, Lettuce, and Tomato
",Chicken King,2.50
"
Bologna
",Chicken King,2.00
"
Chicken Fillet, Fried
",Chicken King,3.90
"
Chicken Fillet, Grilled
",Chicken King,3.80
"
Flounder Sandwich
",Chicken King,3.75
"
Perch Sandwich
",Chicken King,3.55
"
Grilled Ham and Cheese
",Chicken King,2.55
"
Pork Chop Sandwich
",Chicken King,3.35
"
Hotdog
",Chicken King,1.55
"
BBQ Sandwich
",Chicken King,3.00
"
Tender
",Chicken King,2 Piece – 2.99
"
Chicken Nuggets
",Chicken King,6 Piece – 2.99
"
Iced Tea
",Chicken King,1.57
"
Punch
",Chicken King,1.57
"
Lemonade
",Chicken King,1.57
"
Sodas
",Chicken King,1.57
"
Onion Rings
",Chicken King,2.19
"
French Fries
",Chicken King,1.69
"
Chili Cheese Fries
",Chicken King,3.49
"
Fried Okra / Hush Puppies
",Chicken King,1.75
"
Calabash Shrimp
",Chicken King,4.79
"
Cole Slaw / Tarter Sauce
",Chicken King,0.79
"
Chicken Wings
",Chicken King,"6 Piece – 4.59
8 Piece – 6.19
16 Piece – 11.99"
"
Gizzards
",Chicken King,4.61
"
Livers
",Chicken King,4.61
"
Buffalo Wings
",Chicken King,"6 Piece – 5.19
10 Piece – 8.19"
Classic Carol,Chicken Salad Chick,10.99
Dixie Chick,Chicken Salad Chick,10.99
Jalapeno Holly,Chicken Salad Chick,10.99
Barbie-Q,Chicken Salad Chick,10.99
Kickin’ Kay Lynne,Chicken Salad Chick,10.99
Buffalo Barclay,Chicken Salad Chick,10.99
Olivia’s Old South,Chicken Salad Chick,10.99
Luau Lydia,Chicken Salad Chick,10.99
Mimi’s Mix,Chicken Salad Chick,10.99
Fruity Fran,Chicken Salad Chick,10.99
Nutty Nana,Chicken Salad Chick,10.99
Jazzy Julie,Chicken Salad Chick,10.99
Sassy Scotty,Chicken Salad Chick,10.99
Fancy Nancy,Chicken Salad Chick,10.99
Cranberry Kelli,Chicken Salad Chick,10.99
"Original Chick (choice of any sandwich or scoop and 1 side item, pickle spear, & the cookie)",Chicken Salad Chick,7.59
"Gourmet Chick (choice of any sandwich or scoop and 2 side items, pickle spear & the cookie)",Chicken Salad Chick,8.59
"Chick Trio (any 3 chicken salads or side items served on a bed of lettuce, accompanied by a pickle spear & wheat crackers)",Chicken Salad Chick,8.59
Soup & Sandwich (soup cup of the day & half of any sandwich),Chicken Salad Chick,5.99
Soup,Chicken Salad Chick,3.49
Soup,Chicken Salad Chick,4.49
Soup,Chicken Salad Chick,12.49
Cookie of the Day,Chicken Salad Chick,0.99
Turkey Hoagie,Chicken Salad Chick,5.49
Roast Beef,Chicken Salad Chick,5.49
Virginia Ham,Chicken Salad Chick,5.49
Pimento Cheese,Chicken Salad Chick,5.49
Seasonal Salad,Chicken Salad Chick,3.99
Broccoli Salad,Chicken Salad Chick,2.79
Broccoli Salad,Chicken Salad Chick,7.49
